Date/heure;O3;NO2;SO2;CO;PM10
28.02.2011;51.1;49.2;3.5;0.51;29.1
01.03.2011;69.6;48.5;4.4;0.54;38.1
02.03.2011;66.6;37.3;4.8;0.45;56.0
03.03.2011;65.2;46.1;2.9;0.45;36.0
04.03.2011;70.1;49.1;5.3;0.55;28.0
05.03.2011;72.1;39.3;4.8;0.48;34.5
06.03.2011;104.8;36.6;6.3;0.39;17.5
07.03.2011;80.7;36.6;4.3;0.35;30.5
08.03.2011;68.7;43.7;5.9;0.39;32.7
09.03.2011;76.1;51.5;7.8;0.47;45.2
10.03.2011;82.3;56.7;8.3;0.54;59.0
11.03.2011;106.4;44.0;6.1;0.44;47.4
12.03.2011;83.2;45.2;4.6;0.47;69.0
13.03.2011;90.5;34.2;2.4;0.40;23.5
14.03.2011;64.9;55.2;5.1;0.48;15.9
15.03.2011;27.9;57.0;4.5;0.48;15.6
16.03.2011;55.8;53.2;2.8;0.41;7.9
17.03.2011;45.1;47.1;3.4;0.47;15.8
18.03.2011;98.5;28.1;3.0;0.38;10.1
19.03.2011;88.8;22.5;3.1;0.27;7.4
20.03.2011;94.5;19.2;3.3;0.29;7.8
21.03.2011;80.9;32.2;3.3;0.34;15.6
22.03.2011;88.5;39.0;5.5;0.36;26.8
23.03.2011;87.0;48.6;6.2;0.45;28.3
24.03.2011;113.7;48.5;6.4;0.46;25.6
25.03.2011;119.8;40.9;5.1;0.40;25.2
26.03.2011;127.6;28.2;4.0;0.34;24.5
27.03.2011;89.1;24.4;2.5;0.35;24.8
28.03.2011;87.9;31.2;2.4;0.36;15.1
29.03.2011;80.5;42.3;3.6;0.41;24.6
30.03.2011;97.5;40.7;3.7;0.39;20.4
31.03.2011;108.4;42.1;4.3;0.41;16.5
01.04.2011;73.1;44.9;4.3;0.40;16.2
02.04.2011;151.2;36.8;4.5;0.37;27.0
03.04.2011;164.2;33.4;4.0;0.36;32.2
04.04.2011;103.7;35.6;3.0;0.38;20.2
05.04.2011;104.4;33.1;2.7;0.36;13.5
06.04.2011;106.3;41.5;4.0;0.46;24.6
07.04.2011;139.8;40.7;3.2;0.47;27.2
08.04.2011;109.7;25.0;1.4;0.33;14.8
09.04.2011;103.2;12.5;0.8;0.20;7.9
10.04.2011;136.2;14.8;1.3;0.24;14.4
11.04.2011;125.0;34.2;2.4;0.37;24.6
12.04.2011;108.6;27.0;2.0;0.34;31.5
13.04.2011;107.0;10.8;0.8;0.23;8.9
14.04.2011;102.1;30.6;2.1;0.29;13.6
