Date/heure;O3;NO2;CO;PM10
16.10.2011;38.0;26.5;0.43;26.2
17.10.2011;29.3;45.6;0.61;28.2
18.10.2011;39.6;47.1;0.61;27.8
19.10.2011;58.8;39.4;0.37;14.3
20.10.2011;46.5;48.4;0.50;20.0
21.10.2011;34.8;42.6;0.52;23.2
22.10.2011;37.2;33.5;0.56;30.0
23.10.2011;37.1;29.6;0.56;33.5
24.10.2011;21.0;32.6;0.55;25.5
25.10.2011;22.2;48.2;0.83;34.9
26.10.2011;49.3;56.4;0.65;18.8
27.10.2011;21.6;38.7;0.65;30.8
28.10.2011;24.3;47.8;0.82;37.1
29.10.2011;35.0;45.7;0.71;32.4
30.10.2011;40.6;37.4;0.60;27.9
31.10.2011;28.8;41.1;0.63;39.2
01.11.2011;30.0;40.5;0.63;38.1
02.11.2011;10.4;38.3;0.65;31.7
03.11.2011;2.0;36.0;0.72;28.3
04.11.2011;2.2;41.1;0.90;39.6
05.11.2011;5.4;37.8;0.94;36.4
06.11.2011;17.6;31.5;0.79;31.6
07.11.2011;10.0;38.9;0.74;39.5
08.11.2011;6.5;40.9;0.69;33.3
09.11.2011;10.7;37.7;0.60;30.0
10.11.2011;8.4;38.3;0.57;26.7
11.11.2011;11.6;45.7;0.61;22.9
12.11.2011;18.9;28.0;0.49;22.7
13.11.2011;12.3;27.0;0.50;20.1
14.11.2011;14.0;34.8;0.49;23.9
15.11.2011;8.5;41.3;0.54;25.0
16.11.2011;13.0;48.3;0.69;35.5
17.11.2011;16.3;59.7;0.81;37.1
18.11.2011;30.6;56.2;0.81;36.5
19.11.2011;22.1;40.7;0.71;36.5
20.11.2011;21.3;37.2;0.83;41.3
21.11.2011;13.4;53.0;0.94;44.3
22.11.2011;11.0;52.0;0.97;45.4
23.11.2011;3.5;37.5;0.83;34.9
24.11.2011;2.2;48.7;0.69;24.4
25.11.2011;8.3;53.6;0.77;31.9
26.11.2011;23.4;45.9;0.83;35.6
27.11.2011;13.3;44.7;0.72;34.1
28.11.2011;18.7;46.7;0.75;35.8
29.11.2011;12.5;53.4;0.74;42.3
30.11.2011;13.8;62.0;0.94;35.7
01.12.2011;6.1;60.6;0.79;34.0
02.12.2011;27.1;59.9;0.64;26.0
03.12.2011;54.6;33.1;0.33;10.4
04.12.2011;59.5;30.1;0.37;11.1
05.12.2011;69.5;37.3;0.32;11.4
06.12.2011;61.9;32.2;0.29;12.3
07.12.2011;67.5;24.8;0.30;13.4
08.12.2011;49.2;50.5;0.51;17.6
09.12.2011;44.3;50.7;0.48;14.4
10.12.2011;48.9;30.7;0.33;10.3
11.12.2011;18.2;31.3;0.51;20.1
12.12.2011;46.8;47.0;0.52;17.2
13.12.2011;36.6;62.1;0.59;20.2
14.12.2011;55.6;53.7;0.49;16.3
15.12.2011;59.5;40.5;0.38;11.1
16.12.2011;62.5;33.3;0.31;7.9
17.12.2011;61.4;31.3;0.35;8.6
18.12.2011;49.1;28.4;0.34;8.4
19.12.2011;40.4;53.4;0.47;17.2
20.12.2011;30.2;61.9;0.58;18.7
21.12.2011;40.1;58.3;0.51;21.3
22.12.2011;25.2;63.9;0.82;19.2
23.12.2011;21.1;52.0;0.62;18.6
24.12.2011;56.5;28.1;0.35;12.6
25.12.2011;37.8;42.4;0.57;15.9
26.12.2011;36.1;43.2;0.60;19.8
27.12.2011;12.0;40.9;0.64;26.5
28.12.2011;12.4;36.6;0.56;27.4
29.12.2011;52.8;41.0;0.46;21.9
30.12.2011;62.1;31.7;0.34;9.1
31.12.2011;32.9;51.9;0.59;16.7
01.01.2012;24.5;37.7;0.54;24.7
02.01.2012;43.4;26.0;0.35;8.9
03.01.2012;54.2;40.9;0.38;17.5
04.01.2012;56.4;31.4;0.32;12.0
05.01.2012;65.6;21.0;0.25;7.7
06.01.2012;65.5;31.0;0.32;13.2
07.01.2012;45.0;39.5;0.44;17.7
08.01.2012;52.5;21.9;0.30;8.7
09.01.2012;30.8;47.4;0.50;19.6
10.01.2012;38.0;50.5;0.59;17.1
11.01.2012;18.4;40.5;0.49;26.3
12.01.2012;25.1;42.0;0.51;32.0
13.01.2012;18.8;49.9;0.57;27.6
14.01.2012;42.7;38.9;0.49;21.9
15.01.2012;46.5;36.7;0.48;22.8
16.01.2012;28.4;49.1;0.58;35.3
17.01.2012;12.2;62.0;0.87;53.3
18.01.2012;22.0;61.6;0.87;54.2
19.01.2012;52.3;49.3;0.53;24.6
20.01.2012;56.7;30.4;0.31;8.2
21.01.2012;48.9;24.4;0.28;6.4
22.01.2012;51.9;15.7;0.25;5.1
23.01.2012;50.6;34.7;0.30;13.1
24.01.2012;54.1;50.7;0.48;13.3
25.01.2012;38.1;53.8;0.56;21.5
26.01.2012;19.0;52.7;0.61;22.3
27.01.2012;34.2;51.9;0.55;17.0
28.01.2012;38.5;40.5;0.43;15.3
29.01.2012;36.2;27.2;0.48;29.3
30.01.2012;12.1;41.7;0.63;46.5
31.01.2012;34.6;43.4;0.57;35.3
01.02.2012;47.1;41.6;0.51;43.6
02.02.2012;50.7;40.8;0.53;43.8
03.02.2012;42.9;45.9;0.54;40.5
04.02.2012;48.2;47.9;0.58;49.7
05.02.2012;47.6;45.7;0.58;58.9
06.02.2012;44.9;55.5;0.62;66.6
07.02.2012;38.9;45.7;0.58;52.8
08.02.2012;32.5;53.5;0.69;74.9
09.02.2012;26.4;70.1;0.89;116.7
10.02.2012;52.8;47.3;0.57;56.7
11.02.2012;56.2;37.8;0.58;58.5
12.02.2012;71.4;39.6;0.60;60.4
13.02.2012;37.6;79.1;0.86;87.3
14.02.2012;35.9;76.0;0.72;66.2
15.02.2012;46.6;48.8;0.45;17.5
16.02.2012;46.1;61.7;0.60;24.6
17.02.2012;47.0;66.2;0.65;30.2
18.02.2012;52.7;55.7;0.59;37.0
19.02.2012;51.7;44.6;0.51;20.4
20.02.2012;48.0;48.7;0.45;23.2
21.02.2012;55.6;58.8;0.52;44.0
22.02.2012;47.5;75.2;0.70;62.3
23.02.2012;26.3;77.9;0.75;58.4
24.02.2012;29.5;74.7;0.88;51.0
25.02.2012;16.7;58.2;0.73;43.3
26.02.2012;62.3;45.3;0.58;34.2
27.02.2012;61.9;61.6;0.64;35.6
28.02.2012;57.3;65.8;0.66;34.3
29.02.2012;46.6;65.7;0.70;35.3
01.03.2012;58.3;57.2;0.78;50.0
02.03.2012;;67.8;0.82;46.8
03.03.2012;93.4;49.8;0.58;36.5
04.03.2012;79.5;46.9;0.57;44.3
05.03.2012;65.4;35.7;0.33;21.5
06.03.2012;57.4;51.1;0.46;22.7
07.03.2012;66.6;45.7;0.43;31.9
08.03.2012;75.3;48.8;0.44;19.9
09.03.2012;56.2;59.6;0.57;29.7
10.03.2012;76.6;56.0;0.56;28.8
11.03.2012;64.8;39.4;0.47;25.4
12.03.2012;61.6;58.0;0.53;25.5
13.03.2012;58.4;54.5;0.54;33.0
14.03.2012;47.7;56.3;0.62;41.8
15.03.2012;67.6;59.1;0.57;33.9
16.03.2012;81.0;65.6;0.57;33.8
17.03.2012;87.3;53.4;0.53;31.7
18.03.2012;76.8;32.9;0.40;22.6
19.03.2012;68.0;48.9;0.46;13.5
20.03.2012;45.6;45.3;0.53;24.7
21.03.2012;53.3;54.7;0.63;32.6
22.03.2012;68.7;55.2;0.60;36.4
23.03.2012;87.2;59.8;0.58;36.4
24.03.2012;104.9;50.3;0.53;40.1
25.03.2012;84.1;43.8;0.49;30.9
26.03.2012;68.1;54.3;0.50;25.3
27.03.2012;67.9;60.2;0.56;26.0
28.03.2012;91.6;56.7;0.52;32.5
29.03.2012;85.6;48.2;0.46;33.9
30.03.2012;72.3;51.7;0.44;23.7
31.03.2012;88.4;32.3;0.41;18.5
01.04.2012;86.8;30.2;0.38;21.0
02.04.2012;83.4;52.9;0.48;31.8
03.04.2012;97.2;46.4;0.41;27.8
04.04.2012;89.3;42.8;0.41;15.8
05.04.2012;41.1;39.3;0.43;18.8
06.04.2012;52.6;28.8;0.46;19.3
07.04.2012;60.2;43.4;0.44;18.6
08.04.2012;77.1;28.9;0.37;19.4
09.04.2012;72.7;27.4;0.35;15.8
10.04.2012;80.2;38.5;0.40;16.2
11.04.2012;84.7;43.2;0.37;11.0
12.04.2012;69.4;44.7;0.44;11.0
13.04.2012;57.4;47.6;0.46;14.9
14.04.2012;55.6;39.1;0.44;23.2
15.04.2012;64.0;26.5;0.38;18.1
16.04.2012;71.3;39.3;0.40;12.5
17.04.2012;88.2;35.0;0.38;23.1
18.04.2012;89.5;40.5;0.36;15.0
19.04.2012;78.9;43.5;0.39;11.7
20.04.2012;86.2;43.3;0.40;14.7
21.04.2012;92.4;26.8;0.32;8.9
22.04.2012;90.9;24.0;0.30;8.0
23.04.2012;78.5;37.8;0.36;10.9
24.04.2012;105.3;33.5;0.31;11.2
25.04.2012;70.7;47.9;0.49;16.4
26.04.2012;101.1;45.9;0.50;24.7
27.04.2012;100.8;52.1;0.53;28.8
28.04.2012;89.9;58.5;0.59;27.7
29.04.2012;101.4;27.7;0.33;20.2
30.04.2012;108.0;35.1;0.34;22.5
01.05.2012;106.3;44.9;0.40;13.2
02.05.2012;94.9;36.6;0.37;15.8
03.05.2012;101.1;42.0;0.44;17.8
04.05.2012;104.8;42.0;0.40;19.4
05.05.2012;101.1;33.2;0.34;10.2
06.05.2012;92.3;16.4;0.26;7.7
07.05.2012;93.0;30.6;0.33;13.6
08.05.2012;80.2;40.1;0.39;19.4
09.05.2012;63.4;38.4;0.45;16.9
10.05.2012;78.3;44.1;0.49;23.6
11.05.2012;95.4;48.6;0.43;23.5
12.05.2012;52.4;35.3;0.38;16.8
13.05.2012;92.7;24.7;0.33;14.6
14.05.2012;99.9;43.6;0.38;18.2
15.05.2012;96.0;32.3;0.31;28.3
16.05.2012;82.8;27.9;0.30;17.8
17.05.2012;97.6;21.6;0.33;11.3
18.05.2012;81.0;38.7;0.38;20.8
19.05.2012;70.7;34.3;0.40;18.0
20.05.2012;90.7;33.6;0.39;16.1
21.05.2012;88.3;29.1;0.29;13.7
22.05.2012;82.5;33.9;0.33;9.7
23.05.2012;61.7;44.1;0.47;17.2
24.05.2012;99.2;40.7;0.45;26.8
25.05.2012;108.3;45.6;0.40;24.9
26.05.2012;122.7;39.0;0.38;23.5
27.05.2012;122.3;33.1;0.38;22.9
28.05.2012;117.9;28.7;0.35;20.7
29.05.2012;114.7;50.0;0.40;21.2
30.05.2012;118.5;40.8;0.32;24.2
31.05.2012;96.6;42.5;0.33;21.9
01.06.2012;77.2;26.1;0.28;19.1
02.06.2012;88.6;28.2;0.42;34.7
03.06.2012;85.0;18.8;0.27;15.9
04.06.2012;67.8;34.7;0.29;17.3
05.06.2012;78.0;27.5;0.29;13.9
06.06.2012;59.8;43.6;0.40;21.7
07.06.2012;88.5;36.1;0.37;18.4
08.06.2012;84.9;42.3;0.34;14.1
09.06.2012;87.8;19.1;0.26;14.7
10.06.2012;80.1;21.8;0.28;11.9
11.06.2012;75.4;28.5;0.26;13.9
12.06.2012;68.5;36.0;0.28;12.6
13.06.2012;60.5;38.3;0.31;15.6
14.06.2012;83.8;39.0;0.37;16.6
15.06.2012;105.3;46.9;0.39;28.5
16.06.2012;117.9;32.4;0.33;25.5
17.06.2012;94.5;23.3;0.28;17.7
18.06.2012;110.4;40.3;0.37;29.6
19.06.2012;100.6;42.4;0.37;26.7
20.06.2012;60.2;41.3;0.37;22.5
21.06.2012;92.5;31.2;0.29;23.8
22.06.2012;94.4;25.6;0.23;19.5
23.06.2012;97.1;28.2;0.28;18.8
24.06.2012;108.8;22.6;0.26;21.5
25.06.2012;79.5;21.0;0.20;13.4
26.06.2012;42.4;40.8;0.40;11.1
27.06.2012;72.1;36.0;0.36;14.5
28.06.2012;96.5;48.4;0.47;21.9
29.06.2012;117.2;41.7;0.37;37.2
30.06.2012;112.0;35.9;0.38;42.1
01.07.2012;59.3;29.1;0.33;17.3
02.07.2012;55.5;32.5;0.29;15.3
03.07.2012;54.0;34.5;0.35;14.7
04.07.2012;71.4;35.5;0.38;18.6
05.07.2012;82.4;35.9;0.35;18.4
06.07.2012;65.7;52.2;0.43;14.2
07.07.2012;87.0;33.0;0.38;16.3
08.07.2012;91.9;17.5;0.25;14.4
09.07.2012;92.0;31.4;0.36;15.1
10.07.2012;89.9;41.2;0.34;19.3
11.07.2012;75.7;24.2;0.23;15.9
12.07.2012;72.5;24.2;0.24;14.0
13.07.2012;69.3;35.5;0.30;16.7
14.07.2012;77.9;17.7;0.22;11.5
15.07.2012;62.5;17.6;0.21;9.6
16.07.2012;78.6;22.5;0.25;
17.07.2012;84.1;29.3;0.28;
18.07.2012;87.0;38.9;0.35;
19.07.2012;84.8;28.3;0.34;19.7
20.07.2012;65.6;32.0;0.29;16.9
21.07.2012;58.3;30.5;0.33;13.4
22.07.2012;79.3;26.7;0.31;12.7
23.07.2012;84.9;38.1;0.36;17.6
24.07.2012;106.8;46.2;0.45;24.2
25.07.2012;105.6;57.5;0.50;26.4
26.07.2012;136.3;59.8;0.52;33.0
27.07.2012;135.1;59.4;0.49;38.0
28.07.2012;83.6;34.5;0.36;31.9
29.07.2012;72.7;25.9;0.30;15.7
30.07.2012;90.5;27.5;0.34;19.0
31.07.2012;98.6;29.4;0.34;21.2
01.08.2012;107.0;27.6;0.37;26.1
02.08.2012;104.0;25.7;0.31;20.8
03.08.2012;83.0;28.9;0.33;17.1
04.08.2012;103.5;25.1;0.35;17.5
05.08.2012;84.5;21.1;0.30;10.3
06.08.2012;82.8;30.3;0.32;11.5
07.08.2012;76.2;21.0;0.30;13.4
08.08.2012;89.7;32.3;0.36;16.1
09.08.2012;95.9;41.1;0.41;18.6
10.08.2012;105.2;39.4;0.41;19.7
11.08.2012;118.3;29.9;0.37;21.5
12.08.2012;106.1;25.4;0.33;20.7
13.08.2012;103.3;34.4;0.40;21.7
14.08.2012;105.1;38.6;0.43;21.7
15.08.2012;115.4;44.6;0.45;27.0
16.08.2012;89.5;38.4;0.38;12.3
17.08.2012;100.0;43.9;0.48;20.7
18.08.2012;112.6;43.9;0.54;24.0
19.08.2012;113.1;32.7;0.43;21.2
20.08.2012;120.7;41.4;0.42;31.2
21.08.2012;125.2;51.2;0.48;35.1
22.08.2012;120.4;43.9;0.41;31.3
23.08.2012;102.8;44.4;0.42;28.6
24.08.2012;74.8;41.8;0.43;25.6
25.08.2012;80.4;26.8;0.32;16.8
26.08.2012;65.8;17.0;0.26;11.4
27.08.2012;78.1;39.7;0.41;16.1
28.08.2012;91.5;48.1;0.49;20.5
29.08.2012;101.3;42.0;0.41;19.3
30.08.2012;49.5;36.8;0.38;15.9
31.08.2012;44.1;40.9;0.41;11.8
01.09.2012;34.2;36.7;0.47;6.8
02.09.2012;38.5;26.3;0.45;11.5
03.09.2012;43.2;41.2;0.52;18.5
04.09.2012;61.1;43.0;0.50;33.8
05.09.2012;66.1;45.2;0.54;50.6
06.09.2012;67.5;39.3;0.46;26.2
07.09.2012;74.4;45.4;0.52;27.0
08.09.2012;91.7;39.7;0.56;26.0
09.09.2012;112.5;30.6;0.45;23.9
10.09.2012;97.7;46.9;0.49;27.0
11.09.2012;93.2;39.7;0.42;27.0
12.09.2012;81.8;43.5;0.39;13.3
13.09.2012;51.1;40.1;0.44;13.6
14.09.2012;85.1;42.6;0.45;17.9
15.09.2012;65.4;32.6;0.40;16.2
16.09.2012;79.4;30.7;0.42;18.1
17.09.2012;91.0;42.3;0.49;22.7
18.09.2012;64.8;40.7;0.40;21.7
19.09.2012;73.3;45.1;0.40;13.4
20.09.2012;50.2;38.8;0.45;20.9
21.09.2012;62.6;46.6;0.51;23.1
22.09.2012;72.5;39.2;0.41;16.3
23.09.2012;54.1;24.5;0.41;19.3
24.09.2012;54.6;39.7;0.38;15.0
25.09.2012;49.2;46.0;0.46;16.6
26.09.2012;79.1;38.1;0.42;17.1
27.09.2012;82.6;39.6;0.37;13.1
28.09.2012;56.5;48.1;0.53;18.3
29.09.2012;32.5;36.6;0.49;14.7
30.09.2012;38.1;19.9;0.34;20.6
01.10.2012;35.0;38.4;0.50;23.8
02.10.2012;69.4;43.5;0.50;21.0
03.10.2012;54.2;39.4;0.41;18.5
04.10.2012;53.8;42.6;0.42;17.8
05.10.2012;59.4;48.4;0.46;22.8
06.10.2012;84.0;43.5;0.44;20.2
07.10.2012;57.9;23.8;0.31;10.3
08.10.2012;38.2;31.6;0.42;18.0
09.10.2012;35.4;36.8;0.34;10.7
10.10.2012;36.3;41.4;0.42;10.1
11.10.2012;44.5;34.4;0.45;15.3
12.10.2012;43.1;35.2;0.40;14.7
13.10.2012;51.7;27.1;0.38;17.1
14.10.2012;34.4;27.4;0.39;15.9
15.10.2012;68.0;43.5;0.42;13.0
16.10.2012;35.7;42.8;0.50;20.4
17.10.2012;24.1;48.3;0.67;26.5
18.10.2012;20.2;50.1;0.75;28.4
19.10.2012;43.8;49.0;0.69;31.8
20.10.2012;46.4;43.1;0.64;29.6
21.10.2012;57.5;35.2;0.53;26.4
22.10.2012;28.9;53.7;0.75;40.7
23.10.2012;3.2;32.8;0.49;27.7
24.10.2012;6.7;35.0;0.51;22.2
25.10.2012;15.5;36.9;0.52;22.6
26.10.2012;15.9;32.9;0.49;33.5
27.10.2012;40.8;29.4;0.42;10.5
28.10.2012;52.6;20.9;0.30;9.1
29.10.2012;41.5;47.4;0.49;21.2
30.10.2012;34.2;55.8;0.53;26.9
31.10.2012;17.3;54.6;0.67;29.5
01.11.2012;57.3;48.5;0.48;26.9
02.11.2012;70.7;41.2;0.33;12.7
03.11.2012;60.6;45.8;0.50;16.8
04.11.2012;51.4;33.3;0.42;12.0
05.11.2012;64.6;38.1;0.35;10.3
06.11.2012;45.9;52.5;0.53;14.7
07.11.2012;38.0;51.3;0.65;20.3
08.11.2012;17.4;46.4;0.66;27.3
09.11.2012;35.3;49.1;0.74;35.7
10.11.2012;3.7;48.3;0.74;25.2
11.11.2012;30.2;46.8;0.54;13.0
12.11.2012;39.2;36.1;0.37;15.7
13.11.2012;32.6;32.0;0.39;29.5
14.11.2012;15.6;43.4;0.56;30.0
15.11.2012;6.2;36.3;0.60;31.1
16.11.2012;8.0;40.9;0.56;26.6
17.11.2012;12.5;40.5;0.56;22.5
18.11.2012;17.3;31.8;0.56;27.1
19.11.2012;4.5;42.2;0.61;31.0
20.11.2012;8.5;42.6;0.53;27.7
21.11.2012;7.4;44.3;0.63;28.2
22.11.2012;11.7;44.5;0.63;
23.11.2012;15.0;52.6;0.64;
24.11.2012;16.7;44.3;0.64;32.6
25.11.2012;27.7;49.3;0.68;23.9
26.11.2012;61.4;43.4;0.54;18.3
27.11.2012;62.9;42.0;0.35;13.1
28.11.2012;28.8;50.4;0.48;9.9
29.11.2012;18.9;51.9;0.56;13.4
30.11.2012;20.1;47.0;0.54;19.3
01.12.2012;23.6;31.6;0.40;26.6
02.12.2012;42.4;42.7;0.46;23.5
03.12.2012;43.4;67.2;0.52;25.1
04.12.2012;51.1;47.8;0.35;10.8
05.12.2012;63.9;58.4;0.44;12.6
06.12.2012;50.3;54.5;0.45;17.4
07.12.2012;27.0;69.6;0.62;23.4
08.12.2012;58.1;45.2;0.43;21.0
09.12.2012;51.5;46.1;0.43;21.4
10.12.2012;67.2;43.1;0.36;13.8
11.12.2012;46.3;53.7;0.55;18.6
12.12.2012;25.7;64.2;0.67;49.4
13.12.2012;24.1;82.8;0.78;53.8
14.12.2012;10.0;92.8;0.95;47.2
15.12.2012;41.3;72.3;0.86;23.6
16.12.2012;60.9;46.3;0.47;12.1
17.12.2012;67.8;50.1;0.38;11.2
18.12.2012;63.1;52.7;0.41;10.9
19.12.2012;37.3;53.8;0.48;21.5
20.12.2012;12.8;68.9;0.69;25.6
21.12.2012;7.9;69.0;0.84;
22.12.2012;19.5;48.8;0.55;
23.12.2012;51.5;43.5;0.52;
24.12.2012;7.1;49.1;0.64;
25.12.2012;59.5;30.4;0.42;
26.12.2012;56.1;25.2;0.28;7.7
27.12.2012;69.0;33.6;0.31;8.9
28.12.2012;72.3;41.6;0.38;15.9
29.12.2012;26.2;50.1;0.63;22.9
30.12.2012;68.2;40.9;0.47;15.8
31.12.2012;34.4;55.2;0.60;25.4
01.01.2013;57.6;43.0;0.51;30.6
02.01.2013;59.8;40.3;0.42;13.9
03.01.2013;22.8;55.0;0.54;23.9
04.01.2013;10.1;56.4;0.70;28.6
05.01.2013;46.6;37.7;0.57;22.6
06.01.2013;38.9;22.7;0.35;18.8
07.01.2013;33.5;41.4;0.44;21.2
08.01.2013;29.4;45.0;0.54;35.5
09.01.2013;6.6;44.5;0.60;36.9
10.01.2013;21.8;56.0;0.68;29.0
11.01.2013;37.6;46.7;0.41;15.5
12.01.2013;45.4;42.8;0.44;24.9
13.01.2013;41.2;31.8;0.47;27.3
14.01.2013;34.5;35.5;0.45;33.1
15.01.2013;46.7;52.2;0.48;22.6
16.01.2013;48.8;52.0;0.47;28.2
17.01.2013;34.1;51.3;0.60;37.5
18.01.2013;16.2;56.9;0.70;59.6
19.01.2013;10.7;54.9;0.78;49.9
20.01.2013;24.2;45.3;0.69;50.2
21.01.2013;42.1;55.3;0.63;25.4
22.01.2013;47.4;59.9;0.54;20.0
23.01.2013;31.7;70.7;0.67;35.9
24.01.2013;30.1;61.9;0.60;36.1
25.01.2013;28.3;57.3;0.58;57.9
26.01.2013;41.0;58.1;0.66;66.5
27.01.2013;49.9;56.0;0.56;47.1
28.01.2013;36.3;73.1;0.65;26.2
29.01.2013;44.4;65.5;0.52;22.7
30.01.2013;61.6;55.0;0.49;21.9
31.01.2013;57.3;48.5;0.41;19.4
01.02.2013;57.6;45.5;0.35;10.5
02.02.2013;67.8;34.2;0.36;9.2
03.02.2013;64.4;31.2;0.34;17.0
04.02.2013;64.2;58.8;0.49;18.3
05.02.2013;72.5;37.8;0.32;11.4
06.02.2013;80.6;44.6;0.33;11.7
07.02.2013;49.9;47.0;0.37;19.5
08.02.2013;56.9;48.8;0.39;26.2
09.02.2013;61.5;41.5;0.42;26.4
10.02.2013;60.6;39.6;0.45;35.7
11.02.2013;42.8;71.3;0.66;43.6
12.02.2013;27.4;56.0;0.56;49.0
13.02.2013;34.6;46.1;0.53;52.4
14.02.2013;39.9;67.8;0.62;64.8
15.02.2013;38.3;75.6;0.71;47.6
16.02.2013;53.5;57.8;0.58;29.6
17.02.2013;56.7;47.2;0.52;33.1
18.02.2013;54.7;65.1;0.61;53.8
19.02.2013;66.3;73.1;0.58;53.4
20.02.2013;47.4;54.0;0.53;53.3
21.02.2013;51.9;45.9;0.46;26.9
22.02.2013;51.3;44.5;0.49;36.9
23.02.2013;54.9;40.8;0.57;56.3
24.02.2013;64.8;33.5;0.57;45.2
25.02.2013;58.8;64.6;0.73;70.5
26.02.2013;55.2;69.9;0.82;94.7
27.02.2013;41.7;65.3;0.78;77.8
28.02.2013;50.5;68.6;0.75;77.8
01.03.2013;39.5;57.4;0.67;74.2
02.03.2013;30.2;34.0;0.43;45.6
03.03.2013;47.1;34.7;0.47;60.9
04.03.2013;46.4;67.0;0.72;90.6
05.03.2013;31.1;86.2;0.91;101.7
06.03.2013;27.9;96.0;0.90;84.8
07.03.2013;39.0;74.6;0.73;61.3
08.03.2013;35.0;62.7;0.61;41.8
09.03.2013;74.4;38.6;0.42;30.4
10.03.2013;80.3;34.2;0.40;21.6
11.03.2013;74.6;55.0;0.47;23.7
12.03.2013;62.1;40.5;0.43;25.6
13.03.2013;46.5;36.4;0.45;16.5
14.03.2013;65.1;54.4;0.45;31.0
15.03.2013;61.5;62.5;0.49;41.0
16.03.2013;68.3;51.3;0.49;35.2
17.03.2013;72.0;36.8;0.41;39.5
18.03.2013;71.0;61.7;0.49;17.0
19.03.2013;81.4;43.6;0.38;18.6
20.03.2013;76.8;43.2;0.36;19.6
21.03.2013;82.1;58.9;0.49;25.9
22.03.2013;71.0;53.5;0.46;34.4
23.03.2013;43.3;38.0;0.43;49.8
24.03.2013;47.3;23.9;0.43;52.0
25.03.2013;50.7;37.5;0.50;44.1
26.03.2013;48.0;41.2;0.47;43.2
27.03.2013;64.5;51.9;0.52;64.4
28.03.2013;23.2;64.8;0.72;56.5
29.03.2013;63.6;45.5;0.50;38.0
30.03.2013;55.9;52.2;0.62;25.4
31.03.2013;75.9;33.6;0.48;46.8
01.04.2013;79.5;27.3;0.43;44.9
02.04.2013;71.6;40.2;0.44;47.8
03.04.2013;51.1;41.6;0.49;55.6
04.04.2013;56.1;41.5;0.48;56.2
05.04.2013;53.9;48.6;0.57;72.6
06.04.2013;76.5;30.5;0.49;64.3
07.04.2013;65.6;29.4;0.47;41.1
08.04.2013;54.5;48.1;0.53;40.6
09.04.2013;84.4;51.7;0.44;16.5
10.04.2013;85.3;51.7;0.33;21.1
11.04.2013;64.1;46.8;0.39;17.8
12.04.2013;81.7;46.4;0.29;15.1
13.04.2013;95.4;36.6;0.35;12.8
14.04.2013;92.9;38.7;0.41;16.6
15.04.2013;97.4;49.7;0.40;23.6
16.04.2013;113.3;45.0;0.37;28.7
17.04.2013;116.8;45.5;0.41;31.9
18.04.2013;117.8;38.4;0.34;29.9
19.04.2013;68.4;56.6;0.39;11.4
20.04.2013;75.6;37.0;0.40;6.1
21.04.2013;46.3;30.6;0.38;15.0
22.04.2013;58.0;46.8;0.49;22.6
23.04.2013;75.7;53.7;0.54;31.3
24.04.2013;104.1;52.5;0.51;31.9
25.04.2013;123.0;52.4;0.46;31.8
26.04.2013;93.4;45.4;0.35;35.5
27.04.2013;79.7;25.2;0.29;10.9
28.04.2013;52.4;15.7;0.30;12.0
29.04.2013;36.8;33.9;0.42;28.4
30.04.2013;14.9;31.3;0.44;36.2
01.05.2013;57.2;30.7;0.41;36.9
02.05.2013;66.7;35.1;0.39;28.3
03.05.2013;78.7;37.3;0.33;26.7
04.05.2013;69.0;35.2;0.41;19.0
05.05.2013;81.5;28.9;0.41;17.2
06.05.2013;72.3;43.8;0.38;34.2
07.05.2013;89.3;36.8;0.34;27.9
08.05.2013;101.2;36.0;0.33;21.6
09.05.2013;63.0;24.9;0.29;11.4
10.05.2013;49.9;32.3;0.33;11.0
11.05.2013;80.7;24.8;0.30;13.8
12.05.2013;81.0;17.3;0.24;9.9
13.05.2013;82.0;33.4;0.29;22.1
14.05.2013;79.4;45.5;0.37;19.2
15.05.2013;77.0;35.8;0.31;20.3
16.05.2013;59.3;30.1;0.30;18.5
17.05.2013;64.0;31.6;0.30;17.3
18.05.2013;82.4;33.6;0.33;13.6
19.05.2013;96.7;15.3;0.23;8.4
20.05.2013;86.2;14.1;0.21;10.7
21.05.2013;73.5;29.3;0.25;12.4
22.05.2013;54.6;33.4;0.31;12.6
23.05.2013;73.5;31.2;0.27;21.2
24.05.2013;74.2;38.7;0.29;20.0
25.05.2013;87.8;33.2;0.33;15.2
26.05.2013;80.4;21.9;0.25;16.4
27.05.2013;98.1;40.8;0.35;19.1
28.05.2013;94.5;42.1;0.35;15.9
29.05.2013;80.6;46.4;0.44;18.0
30.05.2013;51.8;42.0;0.41;17.2
31.05.2013;40.4;56.9;0.43;17.7
01.06.2013;49.8;39.9;0.38;11.6
02.06.2013;77.3;31.1;0.36;16.2
03.06.2013;66.3;28.4;0.28;15.3
04.06.2013;79.8;36.3;0.34;13.4
05.06.2013;97.8;46.9;0.42;19.0
06.06.2013;111.6;49.2;0.63;20.5
07.06.2013;115.1;60.0;0.45;23.8
08.06.2013;133.2;37.5;0.37;22.7
09.06.2013;86.0;24.0;0.25;11.1
10.06.2013;76.0;47.8;0.30;15.3
11.06.2013;91.5;45.9;0.38;17.2
12.06.2013;97.6;46.0;0.41;25.1
13.06.2013;94.6;35.6;0.36;21.8
14.06.2013;75.6;33.3;0.30;13.0
15.06.2013;86.2;24.9;0.32;17.8
