Date/heure;O3;NO2;CO;PM10
14.02.2010;65.8;45.9;0.71;66.8
15.02.2010;70.5;67.1;0.79;71.0
16.02.2010;47.0;85.1;0.91;93.9
17.02.2010;29.4;100.4;1.10;116.8
18.02.2010;35.6;83.8;1.14;66.7
19.02.2010;30.0;66.7;0.93;32.8
20.02.2010;65.3;51.5;0.52;35.0
21.02.2010;75.4;51.1;0.56;28.1
22.02.2010;65.7;68.3;0.59;34.3
23.02.2010;46.1;74.6;0.79;23.4
24.02.2010;62.0;55.6;0.56;21.1
25.02.2010;48.8;67.5;0.60;27.6
26.02.2010;76.3;54.6;0.52;16.6
27.02.2010;60.7;59.2;0.64;26.1
28.02.2010;83.4;31.0;0.42;14.3
01.03.2010;84.5;65.1;0.57;23.6
02.03.2010;66.0;62.1;0.61;25.4
03.03.2010;40.7;53.3;0.52;25.4
04.03.2010;48.2;50.2;0.60;34.4
05.03.2010;69.0;50.3;0.51;22.0
06.03.2010;68.6;35.2;0.43;24.7
07.03.2010;81.5;29.5;0.48;29.1
08.03.2010;83.4;43.7;0.51;36.5
09.03.2010;76.6;52.7;0.59;37.6
10.03.2010;73.1;54.2;0.63;58.9
11.03.2010;63.0;54.5;0.63;46.0
12.03.2010;66.1;66.3;0.75;67.2
13.03.2010;86.3;60.0;0.71;65.0
14.03.2010;74.5;41.0;0.54;41.4
15.03.2010;73.3;55.1;0.54;38.7
16.03.2010;61.0;67.5;0.67;38.2
17.03.2010;65.0;65.4;0.63;41.8
18.03.2010;71.9;76.8;0.70;37.5
19.03.2010;76.8;72.5;0.64;41.1
20.03.2010;65.7;53.2;0.61;37.6
21.03.2010;55.7;34.4;0.52;26.5
22.03.2010;50.9;49.0;0.54;27.5
23.03.2010;67.3;53.6;0.66;32.5
24.03.2010;67.2;65.3;0.68;37.9
25.03.2010;78.4;63.2;0.68;38.2
26.03.2010;63.2;51.5;0.53;27.1
27.03.2010;76.3;28.3;0.37;11.6
28.03.2010;77.7;22.8;0.33;10.5
29.03.2010;48.8;53.1;0.55;17.8
30.03.2010;73.7;43.6;0.48;21.5
31.03.2010;75.1;38.5;0.39;16.0
01.04.2010;74.2;52.1;0.53;14.1
02.04.2010;86.6;34.8;0.44;15.7
03.04.2010;81.5;30.3;0.39;16.7
04.04.2010;83.6;22.3;0.34;9.5
05.04.2010;90.7;24.9;0.36;12.5
06.04.2010;75.6;52.4;0.94;25.9
07.04.2010;75.6;43.4;0.48;29.7
08.04.2010;68.3;49.1;0.49;35.0
09.04.2010;61.9;47.7;0.57;53.7
10.04.2010;86.8;33.7;0.44;43.3
11.04.2010;80.6;22.4;0.35;16.2
12.04.2010;73.3;37.4;0.45;20.6
13.04.2010;79.3;34.8;0.43;28.3
14.04.2010;79.4;47.2;0.52;30.5
15.04.2010;77.4;51.0;0.53;27.3
16.04.2010;59.5;55.7;0.65;38.4
17.04.2010;85.1;40.2;0.53;40.3
18.04.2010;112.1;31.8;0.47;35.2
19.04.2010;118.9;40.4;0.43;
20.04.2010;108.1;47.0;0.44;34.3
21.04.2010;115.3;41.4;0.41;28.8
22.04.2010;101.8;41.1;0.40;37.6
23.04.2010;76.2;48.5;0.48;42.7
24.04.2010;120.2;57.5;0.57;42.9
25.04.2010;132.5;35.2;0.46;32.2
26.04.2010;97.4;46.7;0.46;18.3
27.04.2010;86.7;55.5;0.53;20.0
28.04.2010;113.5;47.2;0.49;26.6
29.04.2010;125.9;46.9;0.45;25.9
30.04.2010;111.4;41.7;0.38;28.6
01.05.2010;69.3;40.7;0.48;20.6
02.05.2010;68.3;27.8;0.38;10.1
03.05.2010;59.1;45.0;0.48;12.5
04.05.2010;48.7;44.6;0.50;14.0
05.05.2010;44.1;37.6;0.44;7.9
06.05.2010;32.5;31.2;0.39;13.3
07.05.2010;56.7;43.4;0.46;20.1
08.05.2010;84.1;36.0;0.50;21.1
09.05.2010;79.7;29.9;0.41;12.4
10.05.2010;78.3;38.0;0.43;15.4
11.05.2010;58.9;37.3;0.45;15.0
12.05.2010;71.9;52.1;0.56;13.8
13.05.2010;61.9;22.2;0.40;7.6
14.05.2010;52.7;32.0;0.47;13.4
15.05.2010;53.0;34.1;0.49;19.3
16.05.2010;81.1;32.9;0.48;25.0
17.05.2010;72.5;40.7;0.47;26.6
18.05.2010;62.8;54.0;0.56;28.7
19.05.2010;74.3;47.2;0.50;24.7
20.05.2010;66.7;37.4;0.46;30.0
21.05.2010;67.7;36.4;0.50;22.0
22.05.2010;99.4;38.7;0.54;21.8
23.05.2010;115.4;36.4;0.50;25.1
24.05.2010;122.1;24.6;0.41;22.5
25.05.2010;119.4;40.9;0.42;22.8
26.05.2010;116.3;31.1;0.30;20.7
27.05.2010;86.4;36.3;0.34;16.2
28.05.2010;87.6;37.7;0.43;16.0
29.05.2010;96.7;25.8;0.34;17.8
30.05.2010;66.3;16.2;0.24;9.6
31.05.2010;79.1;25.2;0.28;14.5
01.06.2010;84.3;37.5;0.40;14.7
02.06.2010;68.0;53.1;0.51;22.0
03.06.2010;56.3;43.7;0.49;16.7
04.06.2010;81.3;46.8;0.51;18.0
05.06.2010;115.0;37.9;0.54;23.4
06.06.2010;110.3;30.9;0.45;21.2
07.06.2010;67.9;36.4;0.41;16.1
08.06.2010;87.8;39.5;0.46;21.4
09.06.2010;104.7;48.6;0.53;21.6
10.06.2010;115.0;59.8;0.58;26.9
11.06.2010;85.7;36.9;0.37;24.7
12.06.2010;76.7;30.5;0.37;16.4
13.06.2010;78.2;29.9;0.35;11.2
14.06.2010;86.3;39.3;0.40;14.4
15.06.2010;58.4;36.6;0.40;20.1
16.06.2010;56.5;34.9;0.39;18.8
17.06.2010;66.7;34.6;0.35;14.1
18.06.2010;59.7;43.5;0.44;16.0
19.06.2010;83.7;29.7;0.37;16.3
20.06.2010;57.1;23.3;0.34;15.7
21.06.2010;54.2;38.3;0.45;18.2
22.06.2010;63.0;41.2;0.46;20.0
23.06.2010;87.0;48.7;0.46;21.8
24.06.2010;115.1;52.2;0.48;26.5
25.06.2010;117.9;60.6;0.55;26.8
26.06.2010;124.2;42.6;0.46;26.6
27.06.2010;136.2;36.4;0.44;26.7
28.06.2010;136.8;49.9;0.45;29.8
29.06.2010;147.1;48.3;0.45;28.1
30.06.2010;168.3;52.5;0.47;29.4
01.07.2010;158.7;58.4;0.53;34.0
02.07.2010;151.3;51.6;0.47;27.6
03.07.2010;140.2;35.7;0.42;20.5
04.07.2010;117.0;31.3;0.41;16.0
05.07.2010;108.3;33.5;0.35;18.7
06.07.2010;86.1;37.7;0.36;19.4
07.07.2010;;40.2;0.39;22.6
08.07.2010;133.2;45.4;0.43;24.8
09.07.2010;138.8;69.6;0.54;29.0
10.07.2010;153.3;41.1;0.43;29.3
11.07.2010;115.7;27.1;0.40;23.0
12.07.2010;118.2;32.9;0.34;25.5
13.07.2010;106.9;43.6;0.41;25.1
14.07.2010;135.0;36.7;0.37;29.8
15.07.2010;88.5;31.7;0.31;19.8
16.07.2010;115.1;38.8;0.39;26.7
17.07.2010;63.4;25.0;0.30;18.0
18.07.2010;83.9;21.9;0.31;15.4
19.07.2010;98.9;36.2;0.36;18.8
20.07.2010;133.7;38.2;0.38;23.3
21.07.2010;160.2;38.0;0.38;27.4
22.07.2010;101.4;34.8;0.36;23.7
23.07.2010;49.8;32.1;0.35;15.9
24.07.2010;51.1;33.4;0.37;10.9
25.07.2010;91.3;21.8;0.30;13.2
26.07.2010;85.6;27.4;0.28;14.6
27.07.2010;81.6;27.5;0.29;14.6
28.07.2010;63.8;37.3;0.39;18.5
29.07.2010;60.6;40.2;0.38;14.8
30.07.2010;69.6;36.5;0.39;12.1
31.07.2010;99.5;30.8;0.41;15.1
01.08.2010;116.4;27.6;0.37;32.9
02.08.2010;56.9;40.6;0.43;25.5
03.08.2010;76.9;33.1;0.34;13.7
04.08.2010;92.8;27.1;0.33;16.8
05.08.2010;63.0;28.9;0.28;11.7
06.08.2010;63.0;41.8;0.41;21.2
07.08.2010;105.4;31.5;0.40;19.2
08.08.2010;82.1;26.6;0.34;15.6
09.08.2010;91.2;33.2;0.37;19.6
10.08.2010;103.7;35.2;0.38;20.6
11.08.2010;96.4;31.1;0.35;22.5
12.08.2010;63.7;30.3;0.33;13.1
13.08.2010;67.5;42.3;0.44;18.2
14.08.2010;76.7;28.9;0.35;19.4
15.08.2010;91.5;18.5;0.24;7.4
16.08.2010;89.8;31.8;0.27;10.3
17.08.2010;97.3;39.6;0.35;19.6
18.08.2010;72.8;42.9;0.41;22.8
19.08.2010;68.6;40.8;0.46;15.7
20.08.2010;87.4;44.4;0.55;25.2
21.08.2010;102.0;37.3;0.51;23.3
22.08.2010;92.1;28.6;0.42;22.2
23.08.2010;61.1;48.5;0.49;26.2
24.08.2010;60.1;33.7;0.35;13.6
25.08.2010;86.9;38.5;0.39;17.9
26.08.2010;88.0;48.5;0.49;21.5
27.08.2010;84.4;41.0;0.35;14.6
28.08.2010;56.8;29.0;0.36;10.7
29.08.2010;80.1;20.1;0.29;11.1
30.08.2010;65.0;22.7;0.26;10.6
31.08.2010;59.0;44.2;0.46;10.4
01.09.2010;61.0;41.2;0.45;14.6
02.09.2010;58.1;45.8;0.52;22.3
03.09.2010;83.1;52.2;0.59;25.4
04.09.2010;88.0;34.4;0.45;19.3
05.09.2010;86.2;29.0;0.39;17.8
06.09.2010;51.9;37.7;0.41;24.6
07.09.2010;37.3;46.3;0.51;30.7
08.09.2010;71.9;31.1;0.31;15.4
09.09.2010;64.6;39.3;0.41;12.2
10.09.2010;66.0;45.8;0.49;12.8
11.09.2010;75.2;35.4;0.47;15.7
12.09.2010;82.2;25.1;0.38;14.0
13.09.2010;56.3;44.3;0.45;13.9
14.09.2010;64.9;39.4;0.47;16.4
15.09.2010;67.3;40.2;0.40;18.6
16.09.2010;79.5;29.1;0.30;14.6
17.09.2010;48.7;51.4;0.54;17.8
18.09.2010;56.5;34.1;0.42;19.3
19.09.2010;77.5;32.5;0.42;19.8
20.09.2010;76.2;44.1;0.53;22.4
21.09.2010;84.3;51.4;0.58;21.1
22.09.2010;78.9;54.5;0.62;25.6
23.09.2010;81.2;49.3;0.53;24.4
24.09.2010;70.3;46.6;0.43;18.7
25.09.2010;52.2;28.9;0.31;9.9
26.09.2010;65.1;28.1;0.33;9.3
27.09.2010;63.5;33.2;0.36;15.2
28.09.2010;64.8;39.4;0.46;19.8
29.09.2010;54.4;38.3;0.47;21.5
30.09.2010;37.1;42.8;0.51;27.8
01.10.2010;66.3;43.6;0.49;15.6
02.10.2010;58.3;35.2;0.49;15.9
03.10.2010;77.2;35.0;0.56;18.2
04.10.2010;60.9;38.5;0.49;23.9
05.10.2010;46.5;35.7;0.44;17.0
06.10.2010;47.0;40.4;0.55;20.1
07.10.2010;21.3;33.1;0.47;24.9
08.10.2010;13.5;37.4;0.53;32.6
09.10.2010;18.4;26.6;0.46;28.5
10.10.2010;36.5;20.4;0.39;25.4
11.10.2010;46.9;33.5;0.48;31.7
12.10.2010;23.7;39.1;0.63;42.6
13.10.2010;25.8;39.0;0.50;47.2
14.10.2010;;43.1;0.61;43.4
15.10.2010;30.8;43.3;0.52;48.6
16.10.2010;36.1;38.4;0.55;30.5
17.10.2010;30.7;23.7;0.41;9.8
18.10.2010;42.6;41.1;0.53;25.8
19.10.2010;62.1;37.4;0.47;21.8
20.10.2010;65.8;34.5;0.31;10.3
21.10.2010;48.6;55.0;0.62;20.7
22.10.2010;25.2;51.7;0.64;27.9
23.10.2010;66.9;41.6;0.62;22.3
24.10.2010;69.6;32.2;0.39;6.2
25.10.2010;54.0;37.8;0.42;10.7
26.10.2010;49.1;49.0;0.59;17.2
27.10.2010;34.6;57.3;0.66;24.6
28.10.2010;25.5;58.6;0.80;30.3
29.10.2010;27.5;60.7;0.92;32.2
30.10.2010;51.2;51.9;0.81;30.0
31.10.2010;20.0;42.4;0.67;28.1
01.11.2010;26.9;61.8;1.08;39.9
02.11.2010;;55.0;0.74;37.3
03.11.2010;44.6;49.2;0.66;29.8
04.11.2010;39.1;49.9;0.62;21.8
05.11.2010;35.2;45.9;0.65;23.7
06.11.2010;44.3;31.4;0.39;17.3
07.11.2010;57.5;31.8;0.39;13.1
08.11.2010;55.2;40.8;0.40;12.6
09.11.2010;32.3;54.3;0.66;22.6
10.11.2010;35.5;41.0;0.50;17.1
11.11.2010;44.4;42.4;0.42;15.8
12.11.2010;58.5;33.0;0.31;7.9
13.11.2010;48.8;34.0;0.46;11.5
14.11.2010;27.2;38.8;0.59;14.9
15.11.2010;55.4;42.6;0.44;14.6
16.11.2010;63.2;52.2;0.53;8.1
17.11.2010;34.6;42.3;0.54;20.5
18.11.2010;13.3;48.4;0.66;24.2
19.11.2010;30.2;51.7;0.74;24.2
20.11.2010;13.6;32.5;0.62;25.7
21.11.2010;7.6;28.7;0.51;28.9
22.11.2010;19.1;37.3;0.59;23.7
23.11.2010;24.6;42.0;0.52;15.6
24.11.2010;37.4;42.2;0.45;22.8
25.11.2010;29.9;53.7;0.57;21.9
26.11.2010;50.1;49.5;0.42;18.4
27.11.2010;27.0;53.0;0.57;24.3
28.11.2010;24.6;47.0;0.68;37.4
29.11.2010;50.7;56.9;0.56;21.8
30.11.2010;20.6;70.3;0.76;38.8
01.12.2010;7.6;59.4;0.71;42.2
02.12.2010;46.1;66.7;0.79;32.8
03.12.2010;10.5;74.5;0.90;41.9
04.12.2010;40.0;54.3;0.70;33.1
05.12.2010;29.3;55.2;0.72;29.8
06.12.2010;34.1;81.0;1.06;32.2
07.12.2010;6.6;96.9;1.36;35.5
08.12.2010;53.7;68.3;1.11;26.3
09.12.2010;44.7;56.8;0.62;20.0
10.12.2010;25.4;67.0;0.68;36.6
11.12.2010;41.5;56.5;0.69;28.3
12.12.2010;47.4;47.0;0.70;31.0
13.12.2010;33.8;56.8;0.58;24.5
14.12.2010;28.4;54.9;0.56;28.2
15.12.2010;25.3;62.2;0.59;50.2
16.12.2010;36.6;60.3;0.57;30.4
17.12.2010;53.4;46.3;0.45;19.2
18.12.2010;33.7;63.4;0.68;24.5
19.12.2010;60.1;61.8;0.77;23.0
20.12.2010;67.1;47.9;0.45;13.9
21.12.2010;25.8;72.1;0.77;25.4
22.12.2010;3.1;67.9;0.97;35.8
23.12.2010;1.2;58.0;1.18;37.7
24.12.2010;6.3;41.1;0.95;19.3
25.12.2010;28.2;24.6;0.49;11.3
26.12.2010;38.0;38.2;0.59;23.5
27.12.2010;21.2;62.0;0.81;30.2
28.12.2010;11.8;72.6;0.96;46.0
29.12.2010;11.4;57.5;0.85;37.0
30.12.2010;18.1;53.5;0.73;22.9
31.12.2010;24.4;41.0;0.56;26.8
01.01.2011;46.2;33.9;0.48;28.8
02.01.2011;45.2;31.8;0.45;18.8
03.01.2011;43.8;50.1;0.53;34.6
04.01.2011;22.2;58.3;0.67;51.7
05.01.2011;27.2;59.0;0.70;46.2
06.01.2011;26.1;66.3;0.78;29.6
07.01.2011;7.1;56.0;0.85;23.4
08.01.2011;8.1;49.8;0.83;19.0
09.01.2011;42.7;43.9;0.65;18.7
10.01.2011;54.2;41.2;0.44;16.5
11.01.2011;22.6;53.0;0.60;25.9
12.01.2011;22.1;56.6;0.65;23.3
13.01.2011;34.8;60.3;0.72;21.5
14.01.2011;12.0;53.0;0.79;27.3
15.01.2011;32.6;50.5;0.74;20.6
16.01.2011;23.1;40.7;0.76;27.5
17.01.2011;27.4;54.6;0.89;39.6
18.01.2011;10.5;57.4;0.97;43.7
19.01.2011;30.2;54.4;0.67;34.3
20.01.2011;39.7;58.0;0.57;27.5
21.01.2011;51.6;45.2;0.46;23.4
22.01.2011;51.1;33.6;0.43;26.5
23.01.2011;48.0;34.4;0.47;29.9
24.01.2011;22.8;64.7;0.83;56.1
25.01.2011;50.6;56.7;0.59;41.0
26.01.2011;45.5;64.5;0.76;41.7
27.01.2011;18.9;60.7;0.70;42.4
28.01.2011;23.9;45.2;0.53;49.4
29.01.2011;30.7;37.2;0.53;57.6
30.01.2011;23.5;32.2;0.54;65.2
31.01.2011;25.5;43.0;0.59;72.7
01.02.2011;8.3;52.0;0.66;71.7
02.02.2011;21.5;50.1;0.65;69.1
03.02.2011;11.1;60.7;0.86;79.4
04.02.2011;44.3;59.2;0.77;50.7
05.02.2011;59.7;53.3;0.69;40.5
06.02.2011;43.3;60.9;0.91;45.0
07.02.2011;38.0;69.1;0.81;48.3
08.02.2011;40.6;76.7;0.92;54.3
09.02.2011;27.0;73.2;0.97;58.9
10.02.2011;21.7;74.4;0.80;51.2
11.02.2011;40.9;75.3;0.88;47.8
12.02.2011;72.6;58.2;0.77;47.1
13.02.2011;67.9;53.8;0.69;50.8
14.02.2011;50.8;60.2;0.71;58.3
15.02.2011;48.2;57.1;0.67;38.4
16.02.2011;11.4;42.8;0.59;40.2
17.02.2011;33.9;42.0;0.53;56.6
18.02.2011;28.5;50.1;0.70;66.0
19.02.2011;48.4;42.2;0.68;59.5
20.02.2011;44.5;35.2;0.58;35.6
21.02.2011;51.1;46.5;0.57;18.0
22.02.2011;32.2;40.9;0.56;37.5
23.02.2011;43.2;45.1;0.54;46.9
24.02.2011;19.7;67.7;0.76;40.8
25.02.2011;38.9;52.5;0.67;32.6
26.02.2011;48.0;38.6;0.55;29.8
27.02.2011;59.6;36.2;0.45;8.9
28.02.2011;32.9;51.2;0.59;22.3
01.03.2011;62.8;50.5;0.70;48.2
02.03.2011;69.5;52.6;0.72;49.9
03.03.2011;55.8;48.4;0.57;44.8
04.03.2011;31.4;58.2;0.75;64.0
05.03.2011;57.3;43.1;0.75;69.0
06.03.2011;72.3;34.0;0.63;62.6
07.03.2011;57.8;45.2;0.54;44.6
08.03.2011;64.8;61.4;0.74;57.6
09.03.2011;81.6;59.8;0.66;48.8
10.03.2011;83.0;56.0;0.56;41.5
11.03.2011;74.4;65.4;0.63;44.3
12.03.2011;68.9;59.3;0.72;50.4
13.03.2011;50.1;51.7;0.67;51.7
14.03.2011;76.1;59.3;0.65;29.8
15.03.2011;55.4;57.7;0.68;36.7
16.03.2011;24.2;55.2;0.63;50.9
17.03.2011;22.3;44.7;0.58;37.4
18.03.2011;66.1;32.8;0.47;30.1
19.03.2011;47.3;37.6;0.52;23.9
20.03.2011;58.7;32.2;0.47;25.2
21.03.2011;58.1;51.0;0.50;23.2
22.03.2011;63.9;51.4;0.54;38.9
23.03.2011;61.7;63.7;0.68;39.6
24.03.2011;67.3;64.2;0.71;47.5
25.03.2011;99.6;59.0;0.58;42.4
26.03.2011;100.7;48.5;0.51;27.5
27.03.2011;90.6;30.5;0.43;26.9
28.03.2011;80.5;40.0;0.41;18.8
29.03.2011;83.5;39.6;0.48;23.2
30.03.2011;76.5;40.8;0.43;17.0
31.03.2011;55.4;47.6;0.49;18.4
01.04.2011;51.0;47.6;0.58;20.4
02.04.2011;85.4;42.5;0.57;20.7
03.04.2011;97.4;29.2;0.39;20.7
04.04.2011;58.6;42.5;0.40;13.3
05.04.2011;71.2;48.7;0.51;16.2
06.04.2011;76.1;48.7;0.51;20.0
07.04.2011;89.1;45.6;0.48;22.9
08.04.2011;89.6;49.6;0.51;22.4
09.04.2011;106.7;39.8;0.45;21.7
10.04.2011;97.7;33.2;0.41;18.6
11.04.2011;102.8;42.0;0.42;22.6
12.04.2011;84.1;35.7;0.34;20.8
13.04.2011;87.6;38.0;0.40;17.5
14.04.2011;76.1;47.4;0.45;25.8
15.04.2011;78.1;44.9;0.44;32.1
16.04.2011;101.1;37.1;0.40;28.3
17.04.2011;105.9;37.5;0.44;28.3
18.04.2011;109.7;46.5;0.47;28.4
19.04.2011;115.2;56.1;0.56;30.8
20.04.2011;121.8;62.3;0.56;32.6
21.04.2011;132.9;59.5;0.54;34.2
22.04.2011;144.6;36.2;0.43;28.6
23.04.2011;135.1;38.6;0.41;29.6
24.04.2011;110.2;27.5;0.35;17.3
25.04.2011;128.8;29.8;0.39;24.1
26.04.2011;114.5;43.0;0.41;31.6
27.04.2011;100.8;47.2;0.45;28.9
28.04.2011;95.2;45.5;0.45;28.1
29.04.2011;92.6;47.3;0.46;20.9
30.04.2011;99.6;38.9;0.47;18.1
01.05.2011;111.8;29.8;0.41;14.2
02.05.2011;119.6;38.6;0.42;17.5
03.05.2011;81.7;42.7;0.43;19.1
04.05.2011;103.5;36.1;0.40;21.7
05.05.2011;104.4;49.8;0.48;24.6
06.05.2011;120.1;56.2;0.53;26.1
07.05.2011;128.9;50.8;0.52;25.8
08.05.2011;124.7;43.8;0.45;21.9
09.05.2011;119.5;55.3;0.47;22.0
10.05.2011;137.8;52.8;0.44;25.0
11.05.2011;122.3;43.8;0.42;25.4
12.05.2011;76.0;52.7;0.48;18.8
13.05.2011;101.1;35.4;0.35;22.8
14.05.2011;79.5;37.3;0.36;17.3
15.05.2011;86.4;26.3;0.32;10.8
16.05.2011;88.1;28.7;0.32;14.7
17.05.2011;66.3;36.6;0.41;16.0
18.05.2011;72.4;40.5;0.43;15.7
19.05.2011;98.7;43.8;0.39;19.3
20.05.2011;102.0;43.6;0.41;18.5
21.05.2011;107.0;34.5;0.40;16.2
22.05.2011;99.5;24.0;0.32;13.9
23.05.2011;96.1;41.0;0.38;21.6
24.05.2011;92.9;30.6;0.34;21.2
25.05.2011;107.7;40.1;0.37;26.3
26.05.2011;129.0;43.6;0.38;27.3
27.05.2011;82.0;37.5;0.36;19.3
28.05.2011;82.2;30.3;0.38;13.7
29.05.2011;97.4;30.6;0.38;14.9
30.05.2011;118.4;44.2;0.40;20.5
31.05.2011;83.5;31.6;0.31;16.0
01.06.2011;98.9;45.9;0.44;9.8
02.06.2011;69.9;22.1;0.37;16.8
03.06.2011;70.5;34.7;0.45;22.5
04.06.2011;101.0;24.8;0.37;19.7
05.06.2011;102.8;22.7;0.28;13.0
06.06.2011;108.4;35.0;0.31;11.9
07.06.2011;97.0;40.4;0.36;14.4
08.06.2011;90.3;40.1;0.35;13.2
09.06.2011;68.2;52.9;0.48;17.0
10.06.2011;93.0;30.5;0.35;18.6
11.06.2011;69.2;31.4;0.37;11.3
12.06.2011;87.6;18.3;0.30;12.9
13.06.2011;74.3;20.7;0.28;11.4
14.06.2011;78.3;34.4;0.38;14.9
15.06.2011;94.3;32.8;0.36;18.3
16.06.2011;100.5;33.3;0.33;17.3
17.06.2011;76.1;37.6;0.36;15.7
18.06.2011;66.1;28.3;0.30;10.2
19.06.2011;74.5;18.7;0.25;10.7
20.06.2011;71.0;31.8;0.32;17.0
21.06.2011;92.9;34.6;0.35;22.2
22.06.2011;94.5;33.6;0.35;21.7
23.06.2011;70.4;33.7;0.32;18.1
24.06.2011;82.4;36.8;0.35;19.5
25.06.2011;92.3;33.3;0.39;17.5
26.06.2011;80.6;26.3;0.36;16.5
27.06.2011;115.9;44.5;0.48;26.3
28.06.2011;123.2;56.1;0.49;28.8
29.06.2011;83.4;43.6;0.38;21.6
30.06.2011;86.6;48.4;0.42;17.2
01.07.2011;99.0;41.4;0.36;19.1
02.07.2011;113.2;28.7;0.31;13.3
03.07.2011;112.7;27.7;0.32;14.5
04.07.2011;130.6;47.0;0.41;20.5
05.07.2011;133.4;44.0;0.38;22.1
06.07.2011;138.3;38.4;0.34;23.7
07.07.2011;104.6;40.1;0.38;20.5
08.07.2011;82.8;42.0;0.40;14.9
09.07.2011;106.3;31.1;0.37;15.7
10.07.2011;85.5;22.2;0.29;11.7
11.07.2011;82.1;36.6;0.38;14.8
12.07.2011;116.4;45.8;0.41;20.6
13.07.2011;69.9;48.2;0.40;16.1
14.07.2011;72.3;40.1;0.37;12.9
15.07.2011;97.4;44.2;0.40;17.2
16.07.2011;95.8;34.5;0.34;18.0
17.07.2011;71.4;23.3;0.27;10.5
18.07.2011;68.4;29.9;0.29;10.6
19.07.2011;52.8;36.9;0.32;12.4
20.07.2011;58.6;33.0;0.31;12.1
21.07.2011;50.5;39.3;0.39;12.3
22.07.2011;67.1;37.4;0.35;12.8
23.07.2011;82.8;26.9;0.27;12.2
24.07.2011;81.9;17.9;0.22;7.9
25.07.2011;84.4;29.1;0.30;12.3
26.07.2011;75.5;32.5;0.35;12.6
27.07.2011;72.2;37.7;0.39;12.0
28.07.2011;70.3;45.3;0.41;12.5
29.07.2011;99.4;40.9;0.39;14.4
30.07.2011;91.7;30.3;0.36;15.8
31.07.2011;103.5;22.8;0.31;17.2
01.08.2011;98.2;23.1;0.35;31.6
02.08.2011;115.7;51.2;0.56;46.0
03.08.2011;86.8;54.4;0.45;24.2
04.08.2011;98.1;38.8;0.36;18.4
05.08.2011;75.3;37.2;0.38;18.1
06.08.2011;62.8;32.0;0.36;16.6
07.08.2011;77.1;19.9;0.25;8.4
08.08.2011;54.5;31.8;0.28;12.2
09.08.2011;60.4;30.1;0.28;12.9
10.08.2011;77.6;37.5;0.38;15.8
11.08.2011;105.3;45.8;0.41;19.3
12.08.2011;90.7;43.3;0.38;18.3
13.08.2011;87.5;32.8;0.39;14.3
14.08.2011;87.9;25.1;0.31;16.7
15.08.2011;;37.2;;11.1
16.08.2011;80.4;34.1;;14.1
17.08.2011;100.8;46.0;0.48;18.1
18.08.2011;106.0;58.1;0.49;20.3
19.08.2011;89.1;48.8;0.41;23.7
20.08.2011;106.7;45.6;0.41;22.7
21.08.2011;123.6;41.6;0.39;25.0
22.08.2011;114.9;55.2;0.45;34.6
23.08.2011;121.1;55.8;0.44;24.9
24.08.2011;122.1;51.1;0.43;23.4
25.08.2011;110.9;50.5;0.46;19.6
26.08.2011;99.5;39.8;0.37;20.7
27.08.2011;72.8;31.7;0.30;8.5
28.08.2011;77.8;28.4;0.34;10.3
29.08.2011;72.5;37.1;0.36;15.9
30.08.2011;;40.4;0.38;16.0
31.08.2011;;51.9;0.44;21.9
01.09.2011;92.0;54.0;0.44;16.4
02.09.2011;98.1;50.2;0.44;23.5
03.09.2011;96.4;33.9;0.42;24.7
04.09.2011;48.9;26.5;0.34;16.4
05.09.2011;63.3;28.3;0.27;11.6
06.09.2011;69.9;31.9;0.35;13.7
07.09.2011;49.9;36.1;0.30;13.5
08.09.2011;64.2;31.7;0.28;11.7
09.09.2011;49.4;40.6;0.42;15.1
10.09.2011;87.2;37.9;0.45;17.4
11.09.2011;96.8;23.9;0.32;16.4
12.09.2011;73.7;32.1;0.30;13.3
13.09.2011;60.3;31.9;0.33;14.1
14.09.2011;36.3;39.8;0.38;15.1
15.09.2011;57.7;36.4;0.35;19.1
16.09.2011;93.4;41.9;0.46;23.4
17.09.2011;64.2;35.0;0.39;16.8
18.09.2011;62.6;22.5;0.27;7.7
19.09.2011;34.1;44.2;0.46;9.9
20.09.2011;47.0;36.7;0.43;15.4
21.09.2011;63.8;39.6;0.49;20.3
22.09.2011;78.7;47.1;0.50;20.5
23.09.2011;66.8;49.1;0.49;27.8
24.09.2011;87.2;34.4;0.48;26.4
25.09.2011;97.6;39.3;0.55;23.7
26.09.2011;84.6;51.5;0.54;23.9
27.09.2011;81.6;51.2;0.52;27.0
28.09.2011;71.8;49.3;0.54;33.5
29.09.2011;69.6;40.6;0.49;37.7
30.09.2011;59.2;41.1;0.52;37.8
01.10.2011;86.7;36.4;0.56;32.0
02.10.2011;76.0;34.0;0.55;24.6
03.10.2011;82.2;43.5;0.52;24.9
04.10.2011;86.1;46.4;0.48;24.5
05.10.2011;92.0;46.1;0.46;24.5
06.10.2011;69.5;38.8;0.40;22.0
07.10.2011;44.3;31.4;0.29;11.2
08.10.2011;37.4;23.5;0.28;8.3
09.10.2011;50.3;21.1;0.28;6.3
10.10.2011;47.6;41.1;0.56;13.5
11.10.2011;19.1;27.9;0.45;20.2
12.10.2011;38.7;24.8;0.38;18.2
13.10.2011;34.6;31.7;0.41;13.8
14.10.2011;41.5;32.6;0.39;18.5
15.10.2011;28.8;28.1;0.39;26.8
